,Prefectures,Communes,Precincts,Ballots,Registered,C007,C008,C009,C010,C011,C012,C013,C014,C015,C016,C017,C018,C019,C020,C021,C022,C023,C024,C025,C026,C027,C028,C029,C030,C031,C032,C033,C034,C035,C036,C037,C038,C039,C040,C041,C042,C043,C044,C045,C046,C047,C048,C049,C050,C051,C052,C053,C054,C055,C056,C057,C058,C059,C060,C061,C062,C063,C064,C065,C066,C067,C068,C069,C070,C071,C072
667,LEZHE,LEZHE_KOLSH-LEZHE,722,127,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,8,0,0,39,0,0,0,1,0,0,0,0,0,0,0,0,0,0,67,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0
668,LEZHE,LEZHE_KOLSH-LEZHE,723,126,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,46,1,0,0,0,0,1,0,0,0,0,0,2,0,0,43,3,0,0,0,0,2,1,0,0,13,0,0,0,0,0,0,0,3,0,0,1,0
669,LEZHE,LEZHE_KOLSH-LEZHE,724,145,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,1,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,2,0,0,0,0,0,2,0,1,17,0,1,0,1,0,0,0,0,0,0,0,0
670,LEZHE,LEZHE_KOLSH-LEZHE,725,426,820,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,43,0,2,139,0,0,1,0,0,1,0,0,0,0,0,0,0,0,143,4,0,0,0,0,1,0,0,1,73,1,0,1,10,0,0,0,0,0,0,0,0
671,LEZHE,LEZHE_KOLSH-LEZHE,726,316,646,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,20,0,0,75,0,0,0,5,0,9,0,0,0,0,0,0,0,0,131,5,1,0,0,0,0,0,0,0,43,0,0,0,13,0,0,0,0,0,0,0,6
672,LEZHE,LEZHE_KOLSH-LEZHE,7261,309,626,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,18,1,0,79,0,0,0,3,0,2,0,0,0,0,0,0,0,1,106,3,0,0,0,0,0,0,0,1,53,0,0,0,32,0,0,0,0,0,0,0,0
673,LEZHE,LEZHE_KOLSH-LEZHE,727,330,691,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,1,0,1,36,0,1,71,1,0,1,2,0,0,0,0,0,1,1,0,0,2,116,12,0,0,0,0,1,0,0,8,42,0,0,0,16,1,1,1,0,0,2,2,1
674,LEZHE,LEZHE_KOLSH-LEZHE,7271,333,548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,42,0,1,120,0,0,0,0,0,3,0,0,0,0,1,0,0,1,112,9,0,0,0,0,1,1,0,0,19,0,13,0,0,0,0,5,1,0,0,1,0
675,LEZHE,LEZHE_KOLSH-LEZHE,728,159,348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,29,0,0,0,0,0,5,0,0,0,0,0,0,0,0,84,4,0,0,0,0,0,0,0,1,22,0,3,0,2,0,0,0,0,0,0,0,1
676,LEZHE,LEZHE_SHENKOLL,743,398,762,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,8,0,0,0,0,0,1,101,1,0,135,1,0,0,3,0,21,0,0,0,0,0,0,0,1,97,5,0,0,0,0,4,0,0,6,6,0,0,0,4,0,1,1,0,0,0,0,0
677,LEZHE,LEZHE_SHENKOLL,7431,231,503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,0,1,0,36,0,0,74,0,0,0,1,1,6,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,1,0,2,4,0,0,0,0,0,0,2,0,0,0,0,2
678,LEZHE,LEZHE_SHENKOLL,744,489,868,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,2,3,0,0,0,0,0,2,63,0,1,185,0,0,0,5,0,48,0,0,0,0,0,0,0,0,121,4,0,0,0,0,4,0,0,2,33,0,0,0,1,0,0,10,0,0,1,0,0
679,LEZHE,LEZHE_SHENKOLL,7441,408,800,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,1,0,0,68,1,0,121,0,0,1,6,0,28,0,0,0,1,0,0,0,3,137,1,0,0,0,0,1,1,0,3,16,0,0,0,2,0,0,7,0,0,0,2,0
680,LEZHE,LEZHE_SHENKOLL,745,486,993,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,3,3,0,0,0,0,0,1,82,0,2,138,1,0,0,1,0,9,0,0,1,3,0,0,2,1,202,5,0,0,0,0,1,2,0,0,6,0,1,1,2,0,0,6,0,0,0,1,4
681,LEZHE,LEZHE_SHENKOLL,7451,410,932,0,0,1,0,0,9,6,0,0,0,0,0,0,0,0,0,0,5,3,0,1,0,0,2,1,45,0,1,112,0,0,0,0,0,7,0,0,0,1,0,0,0,1,186,7,0,0,0,0,4,0,1,0,4,0,0,0,0,0,0,4,0,0,1,0,8
682,LEZHE,LEZHE_SHENKOLL,746,356,741,0,0,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,1,2,4,0,0,0,2,0,73,0,3,87,0,0,0,0,0,0,0,0,0,0,0,0,2,3,141,2,0,0,1,0,1,0,0,1,7,0,1,0,1,0,0,12,0,0,0,1,1
683,LEZHE,LEZHE_SHENKOLL,7461,292,659,0,0,0,0,0,5,3,0,0,0,0,1,0,0,0,0,0,4,1,0,0,0,0,0,0,49,0,1,85,0,0,0,0,0,2,0,0,0,0,0,0,0,0,104,3,1,0,0,0,9,0,0,4,12,0,0,0,0,0,0,7,0,0,0,0,1
684,LEZHE,LEZHE_SHENKOLL,747,362,740,0,0,0,1,3,3,5,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,1,1,24,0,1,100,0,0,0,5,0,1,0,0,0,0,0,0,0,1,162,14,0,0,0,0,0,0,0,2,11,0,0,0,0,0,2,12,0,0,1,3,2
685,LEZHE,LEZHE_SHENKOLL,7471,374,769,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,5,7,0,0,0,0,0,0,44,0,0,110,0,0,0,2,0,6,1,0,0,0,0,0,0,2,140,8,0,0,0,0,1,1,0,1,11,0,0,0,1,0,0,14,0,0,0,15,3
686,LEZHE,LEZHE_SHENKOLL,7472,307,709,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,1,47,0,0,73,0,0,0,10,0,9,0,0,0,1,1,0,0,0,133,6,0,0,0,0,1,0,0,3,5,0,0,0,2,0,0,4,3,0,0,0,2
687,LEZHE,LEZHE_SHENKOLL,748,291,674,0,0,0,0,0,3,9,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,34,0,2,61,0,0,0,1,1,3,0,0,0,0,0,0,0,1,129,8,0,0,0,0,7,0,0,3,9,0,0,0,2,0,0,2,0,0,0,0,13
688,LEZHE,LEZHE_SHENKOLL,7481,521,670,1,1,1,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,22,2,1,110,0,0,0,0,0,0,2,2,2,0,0,0,1,3,345,3,0,0,0,0,0,1,0,0,5,0,0,1,0,0,0,3,0,0,0,0,5
689,LEZHE,LEZHE_SHENKOLL,749,367,898,0,0,0,0,0,1,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,58,1,2,156,0,0,7,2,0,4,0,0,0,0,2,0,0,1,91,2,0,0,0,0,0,0,1,0,16,0,1,0,5,0,0,1,1,0,0,0,3
690,LEZHE,LEZHE_SHENKOLL,750,110,231,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
691,LEZHE,LEZHE_SHENKOLL,751,212,480,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,21,0,0,36,0,0,0,1,1,5,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14
692,LEZHE,LEZHE_SHENKOLL,752,289,676,0,0,0,1,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,21,0,0,87,0,0,0,0,0,6,0,0,1,1,1,0,0,0,109,1,0,0,0,0,0,0,0,6,13,0,0,0,2,0,0,15,3,0,0,0,6
693,LEZHE,LEZHE_ZEJMEN,754,401,781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,44,0,0,198,0,0,0,0,0,0,2,0,0,0,0,0,0,0,128,4,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,1,0,0,0,0,0
694,LEZHE,LEZHE_ZEJMEN,755,518,878,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,18,7,0,0,0,0,0,0,42,0,0,175,0,0,0,0,0,5,0,0,0,0,0,0,0,0,245,3,1,0,0,0,0,0,0,6,3,0,0,0,4,0,0,1,0,0,0,2,3
695,LEZHE,LEZHE_ZEJMEN,756,291,644,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,2,1,27,1,1,109,0,0,0,0,0,6,0,0,0,0,0,0,0,0,99,0,0,0,0,1,1,0,0,0,12,1,1,0,0,0,0,3,0,0,0,19,1
696,LEZHE,LEZHE_ZEJMEN,7561,327,632,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,45,0,0,99,0,0,0,0,0,7,0,0,0,0,1,0,0,0,125,5,0,0,0,1,0,2,0,1,21,0,1,0,1,1,0,4,0,0,1,5,1
697,LEZHE,LEZHE_ZEJMEN,757,478,964,0,1,1,0,0,2,7,0,1,0,0,0,0,0,0,0,0,9,0,1,0,0,0,0,0,50,3,2,144,1,0,0,0,0,41,0,0,0,0,0,0,0,0,184,8,0,0,0,0,0,1,1,0,5,0,0,0,5,0,0,8,0,0,0,0,3
698,LEZHE,LEZHE_ZEJMEN,759,359,657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,27,0,0,140,0,0,0,0,0,4,0,0,0,0,0,1,0,0,156,1,0,0,0,0,2,0,0,5,14,0,0,0,2,0,0,5,0,0,0,0,0
699,LEZHE,LEZHE_ZEJMEN,7591,360,654,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,42,0,1,143,0,0,0,0,0,11,0,0,0,1,0,0,0,0,117,4,0,0,0,0,4,0,0,1,7,0,3,0,0,0,0,3,0,0,0,0,19
700,LEZHE,LEZHE_ZEJMEN,760,338,717,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,1,12,0,0,175,0,0,0,1,0,5,0,0,0,0,0,0,0,0,124,2,0,0,0,0,0,0,0,0,10,0,0,0,4,0,0,0,0,0,0,0,0
701,LEZHE,LEZHE_ZEJMEN,761,505,930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,240,0,0,0,0,0,10,0,0,0,0,0,0,0,0,217,5,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,1,0,0,0,0,1
702,LEZHE,LEZHE_UNGREJ,762,102,203,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,37,0,0,0,0,0,2,0,0,0,1,0,0,0,0,36,2,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,1
703,LEZHE,LEZHE_UNGREJ,763,290,565,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,55,0,1,63,0,0,0,0,0,5,0,0,0,0,0,0,0,0,123,14,0,0,0,0,0,2,0,0,1,0,0,0,22,1,0,0,0,0,0,0,1
704,LEZHE,LEZHE_UNGREJ,764,152,247,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,1,31,0,0,0,0,0,6,0,0,0,1,0,0,0,0,34,44,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0
705,LEZHE,LEZHE_UNGREJ,765,150,307,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,24,0,0,39,0,0,0,0,0,6,0,0,0,0,0,0,2,0,36,26,0,0,0,0,0,0,0,5,4,0,0,0,5,0,0,0,0,0,0,0,0
706,LEZHE,LEZHE_UNGREJ,769,280,618,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,48,0,0,84,0,0,0,2,0,5,0,0,0,0,0,0,0,2,95,13,0,0,0,0,0,1,0,0,2,0,0,0,5,0,0,0,0,0,0,0,0
707,LEZHE,LEZHE_UNGREJ,770,179,364,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,64,0,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0
708,LEZHE,LEZHE_FAN,774,294,614,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,61,0,0,81,1,0,0,1,0,1,0,0,0,0,0,0,0,0,103,2,0,0,0,0,14,0,0,0,9,0,3,0,0,0,0,9,0,0,0,0,0
709,LEZHE,LEZHE_FAN,775,201,402,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,2,55,0,0,0,0,0,0,0,0,0,0,0,0,0,1,71,1,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,7,0,0,0,0,0
710,LEZHE,LEZHE_FAN,778,133,211,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,1,38,0,0,0,0,0,0,0,0,0,1,0,0,0,0,70,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
711,LEZHE,LEZHE_FAN,779,163,216,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14,0,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,1,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,20,0,0,0,0,1
712,LEZHE,LEZHE_FAN,780,177,264,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,3,67,0,0,0,1,0,1,0,0,0,0,0,0,0,0,53,0,0,0,0,0,6,0,0,0,10,0,0,0,0,0,0,2,0,0,0,0,0
713,LEZHE,LEZHE_FAN,781,181,287,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,49,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,1,78,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0
714,LEZHE,LEZHE_FAN,782,161,264,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,20,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,1,1
715,LEZHE,LEZHE_FAN,783,220,390,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,1,57,0,0,69,0,0,0,0,0,1,0,0,0,0,0,0,0,0,73,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
716,LEZHE,LEZHE_FAN,785,156,307,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,55,0,0,36,0,0,0,1,1,0,0,0,0,0,0,0,0,0,51,1,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0
717,LEZHE,LEZHE_FAN,786,147,207,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,36,0,0,27,0,0,0,0,0,0,0,0,0,0,0,1,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0
718,LEZHE,LEZHE_FAN,787,253,378,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,80,0,0,110,1,0,0,0,0,0,0,0,0,0,0,0,0,0,37,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0
719,LEZHE,LEZHE_KACINAR,788,162,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,90,0,0,0,0,0,1,0,0,0,1,0,0,0,0,53,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,2
720,LEZHE,LEZHE_KACINAR,789,155,311,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,62,0,0,0,0,0,8,0,0,0,0,0,0,0,0,54,21,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
721,SHKODER,SHKODER_POSTRIBE,791,104,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,1,0,49,0,0,0,0,0,3,0,0,0,0,0,0,0,0,40,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
722,LEZHE,LEZHE_KACINAR,792,327,702,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,21,1,0,161,0,0,0,0,0,5,0,0,0,0,0,0,0,0,97,14,0,0,0,0,6,0,0,4,8,0,0,0,1,0,0,0,0,0,0,2,0
723,LEZHE,LEZHE_KTHELLE,795,248,448,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,50,1,1,68,0,0,0,1,0,3,0,0,0,0,0,0,0,0,88,14,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,1
724,LEZHE,LEZHE_KTHELLE,796,421,700,0,0,0,0,1,16,0,0,0,0,0,0,1,0,1,0,0,2,0,2,0,0,0,0,0,48,0,0,142,0,0,0,2,0,2,0,0,0,0,0,0,0,0,156,9,0,0,0,0,1,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,2
725,LEZHE,LEZHE_KTHELLE,797,354,711,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,1,0,136,0,0,0,0,0,1,0,0,0,0,0,0,0,1,100,2,0,0,0,2,8,0,0,6,23,0,2,0,0,0,0,0,0,0,0,0,1
726,LEZHE,LEZHE_KTHELLE,800,198,400,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,11,0,0,84,0,0,0,1,0,1,0,0,0,1,0,0,0,0,53,4,0,0,0,0,8,0,0,1,23,0,0,0,0,0,0,0,0,0,0,0,7
727,LEZHE,LEZHE_KTHELLE,803,132,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,9,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1
728,LEZHE,LEZHE_OROSH,808,222,397,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,1,1,73,0,0,57,0,0,0,0,0,1,0,0,0,0,0,0,0,0,65,6,0,1,0,0,1,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0
729,LEZHE,LEZHE_OROSH,810,522,990,0,0,0,1,0,13,0,2,1,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,1,50,0,1,192,0,0,0,2,0,5,0,0,0,1,0,0,0,1,199,8,0,0,0,0,5,0,0,2,21,0,1,0,0,0,0,1,0,0,0,0,5
730,LEZHE,LEZHE_OROSH,813,260,422,0,0,1,0,0,12,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,1,1,40,0,0,73,0,0,0,4,0,3,0,0,0,0,0,0,0,0,76,4,0,0,0,0,9,0,0,2,7,0,0,0,0,0,0,8,0,0,0,1,3
731,LEZHE,LEZHE_OROSH,814,178,340,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,19,0,1,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,4,0,0,2,5,0,2,0,0,0,1,0,0,0,0,0,0
732,LEZHE,LEZHE_OROSH,815,160,342,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,23,0,0,28,0,0,0,0,0,4,0,0,0,0,0,0,0,0,54,1,0,0,0,0,0,0,0,21,16,0,0,0,0,0,0,7,1,0,0,0,2
733,LEZHE,LEZHE_RRESHEN,816,300,559,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,1,133,0,0,0,1,0,6,0,0,0,0,0,0,0,1,79,6,1,0,0,0,1,0,0,1,5,0,0,0,0,1,0,4,0,0,0,0,8
734,LEZHE,LEZHE_RRESHEN,8161,267,513,0,0,0,0,0,10,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,18,0,0,129,0,0,0,2,0,4,0,0,1,0,0,0,0,0,75,6,0,0,0,0,6,0,0,0,1,1,3,0,2,0,0,0,0,0,0,0,5
735,LEZHE,LEZHE_RRESHEN,817,229,413,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,19,1,1,107,0,1,0,1,0,0,0,0,0,0,0,0,1,1,63,7,0,0,0,0,3,2,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3
736,LEZHE,LEZHE_RRESHEN,819,272,507,0,0,0,0,1,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,52,1,1,85,0,0,0,0,0,6,1,0,0,0,0,0,0,0,79,13,0,0,0,0,8,0,0,0,9,1,0,0,2,0,0,0,0,0,0,0,4
737,LEZHE,LEZHE_RRESHEN,821,137,247,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,2,41,1,0,0,0,0,7,0,0,0,0,0,0,0,0,24,3,0,0,0,0,4,0,0,0,1,6,0,0,0,0,0,2,0,0,0,0,3
738,LEZHE,LEZHE_RRESHEN,822,204,391,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,45,0,1,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,2,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,1,0,0,0,0,2
739,LEZHE,LEZHE_RRESHEN,823,242,405,2,0,0,0,0,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29,0,0,49,0,0,0,0,0,0,0,0,0,0,1,0,0,0,105,5,0,1,0,0,7,0,0,3,0,13,1,1,0,0,0,0,0,0,0,0,9
740,LEZHE,LEZHE_RRESHEN,824,286,439,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24,1,0,63,0,0,0,0,0,0,0,0,0,0,0,0,2,0,147,4,0,0,0,0,1,0,0,8,1,0,6,0,0,0,0,0,0,0,0,0,3
741,LEZHE,LEZHE_RRESHEN,826,289,516,0,0,0,1,0,23,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,44,0,1,71,0,0,0,0,0,4,0,0,0,0,0,0,0,0,90,2,0,0,0,0,3,0,0,1,17,0,2,0,0,0,0,7,0,0,0,0,20
742,LEZHE,LEZHE_RRESHEN,827,342,631,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,1,115,0,0,0,1,0,4,0,0,0,0,0,0,4,0,124,8,0,0,0,0,10,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,3
743,LEZHE,LEZHE_RRESHEN,8271,318,604,0,0,0,0,0,16,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,36,0,1,125,0,0,0,0,0,4,0,0,0,0,0,0,1,0,90,5,0,0,0,0,9,0,0,4,8,0,4,0,0,0,0,0,0,0,0,0,10
744,LEZHE,LEZHE_RRESHEN,828,204,372,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,39,1,0,89,0,0,0,0,0,1,0,0,0,0,0,0,0,1,48,0,0,0,0,0,0,0,0,4,5,0,6,0,0,0,0,0,0,0,0,0,1
745,LEZHE,LEZHE_RRESHEN,831,483,957,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,72,0,3,200,0,0,0,1,0,7,0,0,0,0,0,0,1,0,140,3,1,0,0,0,14,0,0,3,7,0,5,0,1,0,0,1,0,0,0,1,8
746,LEZHE,LEZHE_RRESHEN,832,528,984,0,0,0,0,1,14,1,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,51,0,0,221,0,0,0,0,0,5,0,0,0,0,0,0,1,0,177,12,0,0,0,1,9,0,0,7,6,0,3,0,1,0,0,2,0,0,1,0,11
747,LEZHE,LEZHE_RRESHEN,833,327,602,0,0,0,0,0,12,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,1,36,0,1,133,0,0,0,1,0,8,0,0,0,0,0,0,1,0,102,2,0,0,0,1,9,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,5
748,LEZHE,LEZHE_RRESHEN,834,553,691,0,0,0,0,0,14,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,57,0,2,207,0,0,0,0,0,6,0,0,0,0,0,0,1,1,156,21,0,1,0,2,21,0,0,0,15,1,0,0,0,0,0,0,0,0,0,1,45
749,LEZHE,LEZHE_RRESHEN,835,451,837,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,73,0,2,163,1,0,0,1,0,0,0,0,0,0,0,0,4,3,130,15,0,0,0,0,11,0,0,4,15,0,0,0,0,0,0,2,0,0,0,2,15
750,LEZHE,LEZHE_RRESHEN,836,389,700,0,0,0,0,0,24,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,2,30,0,2,121,1,0,0,2,0,1,0,0,0,1,0,0,0,3,124,26,0,0,0,0,10,0,0,1,16,0,2,0,3,0,0,0,0,0,1,3,12
751,LEZHE,LEZHE_RRESHEN,837,155,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,2,71,11,1,0,0,1,2,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,2
752,LEZHE,LEZHE_KTHELLE,839,139,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,42,0,1,19,0,0,0,0,0,0,1,0,0,0,0,0,0,0,69,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
