,Prefectures,Communes,Precincts,Ballots,Registered,C007,C008,C009,C010,C011,C012,C013,C014,C015,C016,C017,C018,C019,C020,C021,C022,C023,C024,C025,C026,C027,C028,C029,C030,C031,C032,C033,C034,C035,C036,C037,C038,C039,C040,C041,C042,C043,C044,C045,C046,C047,C048,C049,C050,C051,C052,C053,C054,C055,C056,C057,C058,C059,C060,C061,C062,C063,C064,C065,C066,C067,C068,C069,C070,C071,C072
1,SHKODER,SHKODER_GRUEMIRE,1,374,678,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,133,0,0,0,0,0,0,0,0,5,0,0,0,0,0,95,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1
2,SHKODER,SHKODER_GRUEMIRE,2,213,495,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,8,0,0,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
3,SHKODER,SHKODER_GRUEMIRE,21,202,616,0,0,0,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,10,0,0,145,0,0,0,0,0,0,0,0,6,0,0,0,0,1,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
4,SHKODER,SHKODER_GRUEMIRE,3,318,672,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,18,0,0,136,1,0,0,0,0,3,0,0,1,0,0,0,0,0,64,9,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11
5,SHKODER,SHKODER_GRUEMIRE,4,271,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,153,0,0,0,0,0,1,0,0,0,0,0,0,0,0,62,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12
6,SHKODER,SHKODER_GRUEMIRE,5,153,308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,15,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,9,0,0,0,2
7,SHKODER,SHKODER_GRUEMIRE,6,217,406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0
8,SHKODER,SHKODER_GRUEMIRE,7,180,322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,13,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,7,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,24,0,0,5,0
9,SHKODER,SHKODER_GRUEMIRE,8,417,870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,204,0,0,0,0,0,0,0,0,1,0,0,0,0,3,160,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,2
10,SHKODER,SHKODER_GRUEMIRE,9,107,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,13,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
11,SHKODER,SHKODER_GRUEMIRE,11,99,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,SHKODER,SHKODER_GRUEMIRE,12,281,566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,27,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
13,SHKODER,SHKODER_GRUEMIRE,13,220,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,15,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
14,SHKODER,SHKODER_GRUEMIRE,16,231,600,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,17,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
15,SHKODER,SHKODER_GRUEMIRE,17,474,698,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,3,0,80,0,0,124,0,0,0,0,0,2,0,0,3,0,0,0,0,0,88,55,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
16,SHKODER,SHKODER_GRUEMIRE,18,97,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17,SHKODER,SHKODER_GRUEMIRE,19,119,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,13,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,19
18,SHKODER,SHKODER_GRUEMIRE,20,189,352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,7,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
19,SHKODER,SHKODER_GRUEMIRE,23,104,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13,0,0,54,0,0,0,0,0,1,0,0,0,0,0,0,0,0,20,9,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4
20,SHKODER,SHKODER_GRUEMIRE,24,221,454,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,44,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
21,SHKODER,SHKODER_GRUEMIRE,25,322,720,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,58,0,0,112,0,0,0,0,0,2,0,0,11,0,0,0,0,0,101,17,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,9
22,SHKODER,SHKODER_KASTRAT,26,312,605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,12,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,17
23,SHKODER,SHKODER_KASTRAT,27,274,638,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,74,0,0,0,0,0,0,0,0,1,0,0,0,0,0,76,58,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,18
24,SHKODER,SHKODER_KASTRAT,28,152,318,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,33,0,0,0,0,0,0,0,0,1,0,0,0,0,0,54,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
25,SHKODER,SHKODER_KASTRAT,29,258,557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27
26,SHKODER,SHKODER_KASTRAT,30,406,995,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,20,0,0,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
27,SHKODER,SHKODER_KASTRAT,31,288,643,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,2,99,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,30
28,SHKODER,SHKODER_KASTRAT,311,255,540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
29,SHKODER,SHKODER_KASTRAT,32,275,625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
30,SHKODER,SHKODER_KASTRAT,33,231,482,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,7,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,17
31,SHKODER,SHKODER_KASTRAT,34,161,394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
32,SHKODER,SHKODER_KASTRAT,35,203,513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,42,0,0,0,0,0,0,0,0,1,0,0,0,0,0,135,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,11
33,SHKODER,SHKODER_KASTRAT,36,243,602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56
34,SHKODER,SHKODER_KASTRAT,361,223,436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65
35,SHKODER,SHKODER_KASTRAT,37,314,697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
36,SHKODER,SHKODER_KASTRAT,371,177,504,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,60,0,0,0,0,0,0,0,0,1,0,0,0,0,0,47,23,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,18
37,SHKODER,SHKODER_KASTRAT,38,481,924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31
38,SHKODER,SHKODER_KELMEND,39,191,660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
39,SHKODER,SHKODER_KELMEND,391,132,638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
40,SHKODER,SHKODER_KELMEND,40,156,365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
41,SHKODER,SHKODER_KELMEND,41,391,1007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,37,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
42,SHKODER,SHKODER_KELMEND,42,257,615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
43,SHKODER,SHKODER_KELMEND,43,225,455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
44,SHKODER,SHKODER_KELMEND,44,376,962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
45,SHKODER,SHKODER_KELMEND,45,112,363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,SHKODER,SHKODER_KOPLIK,47,302,862,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,149,0,0,0,0,0,3,0,0,0,0,0,0,0,0,91,23,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,14
47,SHKODER,SHKODER_KOPLIK,471,375,836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,44,0,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15
48,SHKODER,SHKODER_KOPLIK,472,323,836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7
49,SHKODER,SHKODER_KOPLIK,48,378,805,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,36,0,0,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
50,SHKODER,SHKODER_KOPLIK,481,328,799,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,61,0,0,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
51,SHKODER,SHKODER_KOPLIK,482,377,788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,43,0,0,193,0,0,0,0,0,4,0,0,0,0,0,0,0,0,99,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
52,SHKODER,SHKODER_KOPLIK,49,415,886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,30,0,0,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
53,SHKODER,SHKODER_KOPLIK,491,431,875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,53,0,0,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
54,SHKODER,SHKODER_KOPLIK,492,349,839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,35,0,0,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
55,SHKODER,SHKODER_KOPLIK,493,396,839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,39,0,0,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
56,SHKODER,SHKODER_QENDER-MALESI E MADHE,50,124,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,7,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,1,0,63,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3
57,SHKODER,SHKODER_QENDER-MALESI E MADHE,51,189,341,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18,0,0,67,1,0,0,0,0,0,0,0,0,0,0,0,0,2,71,12,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,9
58,SHKODER,SHKODER_QENDER-MALESI E MADHE,52,134,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15
59,SHKODER,SHKODER_QENDER-MALESI E MADHE,53,209,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,14,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
60,SHKODER,SHKODER_QENDER-MALESI E MADHE,54,273,526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,93,0,0,0,0,0,0,0,0,1,0,0,0,0,0,84,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
61,SHKODER,SHKODER_QENDER-MALESI E MADHE,55,212,435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,15,0,0,55,0,0,0,0,0,0,1,0,0,0,0,0,0,0,83,22,0,0,0,0,0,0,1,13,0,0,0,0,0,0,0,0,10,0,0,0,3
62,SHKODER,SHKODER_QENDER-MALESI E MADHE,56,219,525,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,18,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
63,SHKODER,SHKODER_QENDER-MALESI E MADHE,57,241,431,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,1,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
64,SHKODER,SHKODER_QENDER-MALESI E MADHE,58,295,540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,80,0,0,0,0,0,4,0,0,0,0,0,0,0,0,177,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
65,SHKODER,SHKODER_QENDER-MALESI E MADHE,59,270,527,0,2,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,14,0,0,0,0,2,39,0,1,95,0,0,0,0,0,0,0,0,0,0,2,0,0,1,85,4,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,4,0,1,0,5
66,SHKODER,SHKODER_QENDER-MALESI E MADHE,61,202,361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0,76,0,0,0,0,0,0,0,0,1,0,0,0,0,0,77,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
67,SHKODER,SHKODER_SHKREL,62,189,429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
68,SHKODER,SHKODER_SHKREL,63,126,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3
69,SHKODER,SHKODER_SHKREL,64,227,438,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,86,0,0,0,0,0,4,0,0,0,1,0,1,0,0,96,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1,9
70,SHKODER,SHKODER_SHKREL,65,240,430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
71,SHKODER,SHKODER_SHKREL,66,145,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,62,0,0,0,0,0,1,1,0,2,0,0,0,0,0,64,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
72,SHKODER,SHKODER_SHKREL,68,99,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,25,0,0,0,0,0,0,0,0,1,0,0,0,0,0,66,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,SHKODER,SHKODER_SHKREL,69,117,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,2,0,0,0,0,0,46,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7
74,SHKODER,SHKODER_SHKREL,70,109,215,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
75,SHKODER,SHKODER_SHKREL,71,119,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,27,0,0,0,0,0,7,0,0,0,0,0,0,0,0,72,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
76,SHKODER,SHKODER_SHKREL,72,328,587,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,22,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,1,0,0,6
77,SHKODER,SHKODER_SHKREL,74,220,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,1,0,95,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5
78,SHKODER,SHKODER_SHKREL,75,179,375,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,47,0,0,0,0,0,0,0,0,2,0,0,0,0,0,84,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
79,SHKODER,SHKODER_SHKREL,76,128,244,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,1,48,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,SHKODER,SHKODER_POSTRIBE,77,261,512,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,40,0,1,91,0,0,0,0,0,0,0,0,0,0,0,0,0,1,102,11,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,2,0,0,3,2
81,SHKODER,SHKODER_POSTRIBE,771,299,501,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,14,0,1,58,0,0,0,0,0,0,0,0,0,0,0,0,1,1,193,17,0,0,0,1,0,0,0,3,0,0,0,2,0,1,0,0,1,0,0,0,0
82,SHKODER,SHKODER_POSTRIBE,79,214,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,16,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2
83,SHKODER,SHKODER_POSTRIBE,791,151,289,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,1
84,SHKODER,SHKODER_POSTRIBE,81,490,568,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,135,0,1,220,0,0,0,0,0,0,0,0,2,1,0,0,0,0,116,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
85,SHKODER,SHKODER_POSTRIBE,82,180,314,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,3,0,0,0,130,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
